timestamp,palm_x,palm_y,index_x,index_y,index_z,hand_scale,frame_index
66.172673875,0.3663546641667684,0.6605720321337382,0.4650389850139618,0.4669111967086792,-0.043508317321538925,0.19147750432654737,0
66.205632208,0.3646203577518463,0.6579718291759491,0.4591280221939087,0.45842617750167847,-0.043024320155382156,0.19669733582377533,1
66.238430208,0.3626217395067215,0.659105509519577,0.45753148198127747,0.46080851554870605,-0.044745009392499924,0.1960786379687094,2
66.272331333,0.3617822825908661,0.6599490940570831,0.4553329348564148,0.4579611122608185,-0.0459059439599514,0.19893341089827135,3
66.3061115,0.3614090730746587,0.6584112346172333,0.453014075756073,0.4549749791622162,-0.04298827424645424,0.1989765591002822,4
66.339681958,0.36011557777722675,0.6569434702396393,0.4493562579154968,0.45043355226516724,-0.04527141526341438,0.20309916452587842,5
66.373021041,0.3573680917421977,0.6558021605014801,0.44205594062805176,0.4432726502418518,-0.040493473410606384,0.20447210460588683,6
66.40624025,0.3517931749423345,0.6557292342185974,0.4263942241668701,0.4356795847415924,-0.0408717542886734,0.20400749500645896,7
66.439873541,0.3436638315518697,0.6525369783242544,0.39893510937690735,0.4132806956768036,-0.04331435635685921,0.20997407940513396,8
66.472589166,0.33374762038389844,0.6577976644039154,0.3692263960838318,0.398695170879364,-0.053516726940870285,0.21713498178171556,9
66.506172625,0.32107820610205334,0.6625254054864248,0.3277885913848877,0.39311712980270386,-0.05665241554379463,0.21775646203266666,10
66.538367166,0.3112120230992635,0.6591354310512543,0.2938213050365448,0.39519771933555603,-0.050992853939533234,0.2281794136316041,11
