timestamp,palm_x,palm_y,index_x,index_y,index_z,hand_scale,frame_index
67.738966875,0.3449481278657913,0.6759661038716634,0.4225764572620392,0.44490987062454224,-0.047669943422079086,0.21221333635871245,0
67.7721045,0.3457744171222051,0.6740014553070068,0.42373913526535034,0.44684767723083496,-0.04740770906209946,0.2129399374416195,1
67.805440666,0.34608640273412067,0.674738476673762,0.4239545166492462,0.44549745321273804,-0.04630401358008385,0.2129713475747752,2
67.839133708,0.34651555120944977,0.6741699874401093,0.42432931065559387,0.44563424587249756,-0.04542280361056328,0.21337423051536739,3
67.872009541,0.34593113760153454,0.6745711068312327,0.42382657527923584,0.4469479024410248,-0.04540054127573967,0.21184966315890555,4
67.905572916,0.34585711856683093,0.675924172004064,0.423498272895813,0.4453344941139221,-0.04544883593916893,0.21272091408357863,5
67.938785125,0.34543245534102124,0.6744401852289835,0.41944751143455505,0.438310444355011,-0.04516534134745598,0.2120430210611478,6
67.972515333,0.3440391371647517,0.6752016246318817,0.41339004039764404,0.43680837750434875,-0.045541733503341675,0.21176453332599457,7
68.005015583,0.33978602786858875,0.675586481889089,0.4049206078052521,0.4356759488582611,-0.043235521763563156,0.217816139482005,8
68.039425541,0.33680244783560437,0.6731096108754476,0.39102479815483093,0.4241487979888916,-0.043341320008039474,0.21949601086383905,9
68.072596041,0.3302851617336273,0.6729493141174316,0.37344107031822205,0.41677844524383545,-0.04372737184166908,0.22289870823766672,10
68.105720291,0.3253318518400192,0.6751008629798889,0.35276493430137634,0.41429799795150757,-0.04759186878800392,0.2237643194403163,11
68.1393745,0.31757927934328717,0.6849182943503062,0.32401126623153687,0.41927385330200195,-0.056555476039648056,0.22407410849742412,12
68.172395708,0.3116518755753835,0.6903495093186697,0.2939574718475342,0.4158288240432739,-0.06903307139873505,0.2187062358110136,13
68.205646166,0.3020467609167099,0.6818842788537344,0.2724060118198395,0.4365285038948059,-0.045727454125881195,0.2250221902902384,14
68.238795333,0.2978643650809924,0.6888296206792196,0.2642034590244293,0.4385702610015869,-0.042945146560668945,0.22873816202408562,15
68.272450708,0.2978956624865532,0.6900323132673899,0.2590385675430298,0.4416138827800751,-0.04368295520544052,0.22577951948746405,16
