timestamp,palm_x,palm_y,index_x,index_y,index_z,hand_scale,frame_index
60.04260125,0.31076233088970184,0.6585078239440918,0.43445542454719543,0.39824116230010986,-0.04313332960009575,0.26715316330479166,0
60.075043083,0.31120988229910534,0.6596291859944662,0.4337548315525055,0.39735567569732666,-0.043895550072193146,0.2669931269290754,1
60.108202541,0.3111967295408249,0.6612405379613241,0.4338069260120392,0.3986794352531433,-0.043392494320869446,0.26664118494797556,2
60.142520583,0.31095841030279797,0.6613722244898478,0.433545857667923,0.4009578824043274,-0.04243682697415352,0.2674397022414819,3
60.175104041,0.31003543237845105,0.6614184478918711,0.43140676617622375,0.3984450697898865,-0.045217983424663544,0.26856249211013317,4
60.20838875,0.3080185850461324,0.6632537245750427,0.4242805242538452,0.39506790041923523,-0.04444795101881027,0.26888612336289286,5
60.242345333,0.3058757334947586,0.6610564986864725,0.41837167739868164,0.3741498589515686,-0.051449839025735855,0.27013405528558143,6
60.275745541,0.3038027187188466,0.6581196884314219,0.40827709436416626,0.3693670630455017,-0.044611554592847824,0.2742954663515733,7
60.308084625,0.29945650696754456,0.6540225446224213,0.3949063718318939,0.3560416102409363,-0.04682005196809769,0.2824289313642336,8
60.341855541,0.29623936116695404,0.651608794927597,0.37445035576820374,0.33563366532325745,-0.04386014863848686,0.2896194377486511,9
60.374880375,0.2907252460718155,0.6506678859392802,0.3549417555332184,0.322254478931427,-0.043167803436517715,0.2909312866633049,10
60.408253375,0.2847668081521988,0.6477858026822408,0.3342781066894531,0.3231920599937439,-0.03464597836136818,0.29356789970910546,11
60.441322041,0.27993131925662357,0.6467841764291128,0.3149205446243286,0.3165372610092163,-0.04615214094519615,0.29077457234449133,12
60.475995958,0.27621819575627643,0.6511828005313873,0.29787662625312805,0.3184994161128998,-0.05377604812383652,0.2866412248547941,13
60.507659333,0.2690186897913615,0.6503545840581259,0.2780998945236206,0.3188135325908661,-0.05434513837099075,0.2913732326891675,14
60.541006375,0.26302458594242734,0.6538683871428171,0.25491204857826233,0.319835901260376,-0.05780460312962532,0.29251234592357256,15
60.574339958,0.2576303258538246,0.6599479715029398,0.2390257865190506,0.32769232988357544,-0.04999710991978645,0.29293140498606535,16
